      23.2 min  29	   119.43797 	24324.36383 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 215.79697 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.27288 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.26053 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.6171286e+00
      23.2 min  30	   119.43797 	24324.36383 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 215.79697 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.27288 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.26053 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.6171286e+00
      23.3 min  31	   119.43797 	24324.36383 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 215.79697 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.27288 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.26053 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.6171286e+00
      23.3 min  32	   119.43797 	24324.36383 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 215.79697 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.27288 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.52899 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.6134839e+00
      23.3 min  33	   119.43797 	24324.36383 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 215.79697 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.27288 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.52899 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.6134839e+00
      23.4 min  34	   119.43797 	24324.36383 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 215.79697 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.27288 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.52899 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.6134839e+00
      23.4 min  35	   119.43797 	24324.36383 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 215.79697 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.27288 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.52899 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.6134839e+00
      23.4 min  36	   119.43797 	24324.36383 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 215.79697 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.27288 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.52899 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.6134839e+00
      23.4 min  37	   119.43797 	24324.36383 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 215.79697 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.27288 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.52899 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.6134839e+00
      23.4 min  38	   112.10342 	26484.71948 	   0.54940 	 -47.84464 	 110.80943 	 353.92932 	  -0.01062 	   2.23850 	   1.45700 	   3.54181 	  -0.09893 	 216.33908 	  27.54252 	  -0.01312 	 339.46298 	 343.84027 	  50.01903 	 453.26259 	 -10.99750 	  -9.95356 	   0.00029 	   0.00016 	  10.22234 	  -4.73758 	  -6.65203 	   0.00315 	   0.00046 	 939.82814 	  -9.81231 	  -2.10888 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.5326676e+00
      23.5 min  39	   112.10342 	26484.71948 	   0.54940 	 -47.84464 	 110.80943 	 353.92932 	  -0.01062 	   2.23850 	   1.45700 	   3.54181 	  -0.09893 	 216.33908 	  27.54252 	  -0.01312 	 339.46298 	 343.84027 	  50.01903 	 453.26259 	 -10.99750 	  -9.95356 	   0.00029 	   0.00016 	  10.22234 	  -4.73758 	  -6.65203 	   0.00315 	   0.00046 	 939.82814 	  -9.81231 	  -2.10888 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.5326676e+00
      23.5 min  40	   119.43797 	24024.20424 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 209.62918 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.07635 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.52899 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.5317898e+00
      23.5 min  41	   119.43797 	24024.20424 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 209.62918 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.07635 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.52899 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.5317898e+00
      23.5 min  42	   119.43797 	24024.20424 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 209.62918 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.07635 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.52899 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.5317898e+00
      23.6 min  43	   119.43797 	24024.20424 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 209.62918 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.07635 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.52899 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.5317898e+00
      23.6 min  44	   119.43797 	24024.20424 	   0.54908 	 -48.36288 	  97.57148 	 374.15064 	  -0.01234 	   2.83034 	   1.41601 	   3.67645 	  -0.08620 	 209.62918 	  28.20539 	  -0.01404 	 307.90580 	 346.85126 	  50.01903 	 453.26259 	 -10.76264 	  -9.61871 	   0.00029 	   0.00016 	  10.23347 	  -4.07635 	  -6.65203 	   0.00315 	   0.00042 	 939.82814 	  -9.52899 	  -1.05823 	   1.19331 	   0.03315 	   0.52402 	 687.04234 	   0.43421 	   1.33566 	 850.81857 	  4.5317898e+00
      23.6 min  45	   120.43813 	25812.19184 	   0.60204 	 -47.84464 	 118.43705 	 351.81358 	  -0.01380 	   2.51170 	   1.40886 	   3.42051 	  -0.05955 	 205.88628 	  28.28239 	  -0.01177 	 331.65025 	 352.14152 	  56.45191 	 480.92883 	 -10.99750 	  -9.60842 	   0.00059 	   0.00016 	  10.34577 	  -4.28335 	  -6.65203 	   0.00315 	   0.00049 	 924.85810 	  -9.67845 	  -2.13080 	   1.15288 	   3.18076 	   0.52402 	 238.74986 	   1.11933 	   1.60087 	 191.26417 	  4.5180068e+00
      23.6 min  46	   120.43813 	25812.19184 	   0.60204 	 -47.84464 	 118.43705 	 351.81358 	  -0.01380 	   2.51170 	   1.40886 	   3.78767 	  -0.06852 	 205.88628 	  28.28239 	  -0.01177 	 331.65025 	 352.14152 	  56.45191 	 480.92883 	 -10.99750 	  -9.60842 	   0.00059 	   0.00016 	  10.34577 	  -4.49601 	  -7.11157 	   0.00315 	   0.00049 	 924.85810 	  -9.67845 	  -2.13080 	   1.15288 	   3.18076 	   0.52402 	 238.74986 	   0.63874 	   1.22971 	  27.59426 	  4.4780575e+00
      23.6 min  47	   120.43813 	25812.19184 	   0.60204 	 -47.84464 	 118.43705 	 351.81358 	  -0.01380 	   2.51170 	   1.40886 	   3.78767 	  -0.06852 	 205.88628 	  28.28239 	  -0.01177 	 331.65025 	 352.14152 	  56.45191 	 480.92883 	 -10.99750 	  -9.60842 	   0.00059 	   0.00016 	  10.34577 	  -4.49601 	  -7.11157 	   0.00315 	   0.00049 	 924.85810 	  -9.67845 	  -2.13080 	   1.15288 	   3.18076 	   0.52402 	 238.74986 	   0.63874 	   1.22971 	  27.59426 	  4.4780575e+00
